"","date","playerID","normSoreness","normFatigue","normDesire","normIrritability","normSleepHours","normSleepQuality"
"1",354,1,-0.198240022361315,0.459962747392474,-0.226172179728471,-0.875626720825126,-0.80402307653994,-1.62986508433755
"2",353,1,0.686893148597775,0.459962747392474,0.585449762156736,0.179591859890759,-0.80402307653994,-1.62986508433755
"3",352,1,0.686893148597775,1.11387445469287,0.585449762156736,0.179591859890759,0.777087889933104,1.12412631541408
"4",351,1,0.686893148597775,0.459962747392474,0.585449762156736,-4.90533941764151,0.0275921766959591,0.453448985771754
"5",350,1,0.686893148597775,1.11387445469287,0.585449762156736,0.179591859890759,0.0275921766959591,-0.41120447609884
"6",349,1,0.686893148597775,1.11387445469287,-0.226172179728471,-0.875626720825126,0.337355327037516,-0.41120447609884
"7",348,1,0.686893148597775,1.11387445469287,1.18368094636156,0.179591859890759,0.592584702133356,1.12412631541408
"8",347,1,0.686893148597775,1.6210877800467,0.585449762156736,0.179591859890759,0.0275921766959591,1.12412631541408
"9",346,1,1.46671112673928,1.6210877800467,1.18368094636156,1.66683891794101,0.592584702133356,1.12412631541408
"10",345,1,0.686893148597775,0.459962747392474,-0.226172179728471,0.998082979295322,-0.80402307653994,0.453448985771754
"11",344,1,0.686893148597775,0.459962747392474,0.585449762156736,2.23226400751093,0.337355327037516,1.12412631541408
"12",343,1,1.46671112673928,0.459962747392474,0.585449762156736,0.179591859890759,1.50596767621928,1.67210959401046
"13",342,1,1.46671112673928,-0.461674040169918,-0.226172179728471,0.179591859890759,-0.80402307653994,-0.41120447609884
"14",341,1,1.46671112673928,0.459962747392474,0.585449762156736,1.66683891794101,0.592584702133356,1.12412631541408
"15",340,1,0.686893148597775,0.459962747392474,0.585449762156736,0.998082979295322,1.21787772994356,1.12412631541408
"16",339,1,0.686893148597775,-0.461674040169918,-0.226172179728471,0.179591859890759,0.0275921766959591,0.453448985771754
"17",338,1,0.686893148597775,0.459962747392474,-0.226172179728471,-0.875626720825126,-0.279482959145234,0.453448985771754
"18",337,1,-1.24817148935523,1.11387445469287,-0.226172179728471,0.998082979295322,0.592584702133356,1.12412631541408
"19",336,1,0.686893148597775,0.459962747392474,-0.226172179728471,0.179591859890759,0.954911128553996,1.12412631541408
"20",335,1,0.686893148597775,-0.461674040169918,-1.44370342862865,-0.875626720825126,-0.528021697113243,-0.41120447609884
"21",334,1,0.686893148597775,0.459962747392474,0.585449762156736,0.179591859890759,2.04473994630971,1.12412631541408
"22",332,1,0.686893148597775,-0.461674040169918,-0.226172179728471,0.179591859890759,-0.80402307653994,-0.41120447609884
"23",331,1,0.686893148597775,-0.461674040169918,0.585449762156736,0.179591859890759,-1.50596767621928,-0.41120447609884
"24",330,1,-0.198240022361315,-0.461674040169918,-0.226172179728471,0.179591859890759,0.954911128553996,0.453448985771754
"25",329,1,0.686893148597775,0.459962747392474,0.585449762156736,0.179591859890759,1.21787772994356,0.453448985771754
"26",328,1,0.686893148597775,-2.03722253503271,-1.44370342862865,-0.875626720825126,-1.30520251108768,-0.41120447609884
"27",327,1,-0.198240022361315,-2.03722253503271,-1.44370342862865,0.179591859890759,-0.279482959145234,-0.41120447609884
"28",326,1,-1.24817148935523,-0.461674040169918,-1.44370342862865,0.179591859890759,1.21787772994356,-0.41120447609884
"29",325,1,0.686893148597775,-2.03722253503271,-0.226172179728471,-0.875626720825126,-0.279482959145234,-0.41120447609884
"30",324,1,-0.198240022361315,-2.03722253503271,-0.226172179728471,0.179591859890759,-1.09484418382522,-0.41120447609884
"31",323,1,-1.24817148935523,-0.461674040169918,-1.44370342862865,-0.875626720825126,1.50596767621928,-0.41120447609884
"32",322,1,-0.198240022361315,-0.461674040169918,-0.226172179728471,-0.875626720825126,-1.50596767621928,0.453448985771754
"33",321,1,0.686893148597775,0.459962747392474,-1.44370342862865,-2.36287377887538,-1.50596767621928,-0.41120447609884
"34",320,1,-0.198240022361315,-2.03722253503271,-1.44370342862865,0.179591859890759,2.29015076148522,-0.41120447609884
"35",319,1,0.686893148597775,0.459962747392474,0.585449762156736,0.179591859890759,1.50596767621928,0.453448985771754
"36",318,1,0.686893148597775,-0.461674040169918,-1.44370342862865,-0.875626720825126,-1.09484418382522,0.453448985771754
"37",317,1,-1.24817148935523,-2.03722253503271,-1.44370342862865,-4.90533941764151,0.592584702133356,-0.41120447609884
"38",316,1,-0.198240022361315,-0.461674040169918,-0.226172179728471,-0.875626720825126,1.21787772994356,-1.62986508433755
"39",315,1,-1.24817148935523,-0.461674040169918,-1.44370342862865,-2.36287377887538,-1.65717412261136,0.453448985771754
"40",314,1,-2.6164688168861,-0.461674040169918,-1.44370342862865,-2.36287377887538,-2.41527646075846,-1.62986508433755
"41",312,1,-0.198240022361315,0.459962747392474,0.585449762156736,0.179591859890759,0.0275921766959591,0.453448985771754
"42",311,1,0.686893148597775,1.6210877800467,-0.226172179728471,0.179591859890759,1.21787772994356,1.12412631541408
"43",310,1,1.46671112673928,1.11387445469287,0.585449762156736,-0.875626720825126,0.337355327037516,0.453448985771754
"44",309,1,0.686893148597775,1.6210877800467,1.18368094636156,0.998082979295322,0.777087889933104,1.67210959401046
"45",308,1,0.686893148597775,1.6210877800467,0.585449762156736,0.179591859890759,0.0275921766959591,-0.41120447609884
"46",307,1,-1.24817148935523,-2.03722253503271,-1.44370342862865,-0.875626720825126,-2.59591418939296,-3.71317915444685
"47",306,1,0.686893148597775,-0.461674040169918,-0.226172179728471,0.179591859890759,-1.65717412261136,-0.41120447609884
"48",305,1,0.686893148597775,1.11387445469287,1.18368094636156,0.179591859890759,0.954911128553996,0.453448985771754
"49",304,1,-0.198240022361315,0.459962747392474,-0.226172179728471,0.179591859890759,0.0275921766959591,0.453448985771754
"50",303,1,0.686893148597775,0.459962747392474,-0.226172179728471,0.179591859890759,-0.80402307653994,0.453448985771754
"51",302,1,-0.198240022361315,0.459962747392474,-0.226172179728471,0.179591859890759,0.0275921766959591,0.453448985771754
"52",301,1,-0.198240022361315,0.459962747392474,-0.226172179728471,-2.36287377887538,0.592584702133356,-1.62986508433755
"53",300,1,-0.198240022361315,-0.461674040169918,-0.226172179728471,0.179591859890759,0.337355327037516,0.453448985771754
"54",299,1,-1.24817148935523,-0.461674040169918,0.585449762156736,1.66683891794101,0.337355327037516,0.453448985771754
"55",298,1,-0.198240022361315,-0.461674040169918,-1.44370342862865,0.998082979295322,0.337355327037516,-1.62986508433755
"56",297,1,-1.24817148935523,-0.461674040169918,-1.44370342862865,0.179591859890759,-0.528021697113243,0.453448985771754
"57",296,1,-0.198240022361315,-2.03722253503271,-1.44370342862865,0.179591859890759,-0.279482959145234,-0.41120447609884
"58",295,1,-1.24817148935523,1.11387445469287,1.18368094636156,0.179591859890759,0.337355327037516,1.12412631541408
"59",294,1,-0.198240022361315,0.459962747392474,0.585449762156736,0.998082979295322,-0.279482959145234,0.453448985771754
"60",293,1,-0.198240022361315,-0.461674040169918,-1.44370342862865,-0.875626720825126,-0.528021697113243,0.453448985771754
"61",292,1,-0.198240022361315,-0.461674040169918,-1.44370342862865,0.998082979295322,-1.09484418382522,-0.41120447609884
"62",291,1,0.686893148597775,0.459962747392474,1.18368094636156,1.66683891794101,-0.279482959145234,0.453448985771754
"63",290,1,-2.6164688168861,0.459962747392474,-0.226172179728471,0.179591859890759,-0.279482959145234,-0.41120447609884
"64",289,1,-1.24817148935523,-2.03722253503271,-1.44370342862865,0.998082979295322,0.337355327037516,-0.41120447609884
"65",288,1,-1.24817148935523,-2.03722253503271,-1.44370342862865,-2.36287377887538,-0.528021697113243,-0.41120447609884
"66",287,1,-1.24817148935523,-0.461674040169918,-1.44370342862865,-0.875626720825126,0.337355327037516,0.453448985771754
"67",286,1,-2.6164688168861,-2.03722253503271,-1.44370342862865,0.998082979295322,-1.83816744137759,-3.71317915444685
"68",285,1,-0.198240022361315,1.11387445469287,1.18368094636156,0.179591859890759,-0.80402307653994,-0.41120447609884
"69",284,1,0.686893148597775,1.11387445469287,1.65514800376542,0.179591859890759,0.0275921766959591,0.453448985771754
"70",283,1,-0.198240022361315,0.459962747392474,0.585449762156736,0.179591859890759,0.0275921766959591,-0.41120447609884
"71",282,1,0.686893148597775,1.11387445469287,1.18368094636156,0.179591859890759,0.0275921766959591,0.453448985771754
