"","day","playerID","DailyLoad","DailyLoadSmoothed","acuteChronicRatio","accuteFatigueSliding","trainDuration","trainDurationSmooth","sleepHours","sleepHoursSliding","fatigue","sleepQuality","soreness","sorenessSmoothed","fatigueNorm","sorenessNorm","sleepHoursNorm","sleepQualityNorm","BestOutOfMyselfNotAtAll","BestOutOfMyselfAbsolutely","BestOutOfMyselfSomewhat","BestOutOfMyselfUnknown"
"1",0,13,840,840,4,4,150,150,7.5,7.5,4,4,4,4,0.745291653116745,1.0274995241794,-1.39073450902888,0.284281018456192,0,0,0,1
"2",0,11,500,670,4,4,125,137.5,8.75,8.125,3,4,3,3.5,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"3",0,1,540,626.666666666667,4,4,150,141.666666666667,8.75,8.33333333333333,3,4,3,3.33333333333333,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"4",0,2,0,470,0,3,0,106.25,7,8,5,5,5,3.75,1.00456739719119,1.18009654892318,-1.7047809048894,0.73660686925326,0,0,0,1
"5",0,6,0,376,0,2.4,0,85,7,7.8,4,6,6,4.2,0.49759417441395,2.77275062245063,-1.71078282037223,1.78646132655802,0,0,0,1
"6",0,7,0,313.333333333333,0,2,0,70.8333333333333,8.75,7.95833333333333,3,4,3,4,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"7",0,10,640,360,4,2.28571428571429,140,80.7142857142857,6.75,7.78571428571429,3,3,4,4,0.198410172858354,0.908854759874559,-1.37974662858886,0.213463679662365,0,0,0,1
"8",0,16,0,315,0,2,0,70.625,8.75,7.90625,3,4,3,3.875,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"9",0,3,675,294.375,4,2,135,68.75,8,7.96875,4,4,4,3.875,0.995221745648418,1.43695444346958,0.112809220482685,0.236632352809861,0,0,0,1
"10",0,4,0,231.875,0,1.5,0,53.125,8.75,7.96875,3,4,3,3.875,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"11",0,5,330,205.625,3.99,1.49875,90,45.625,4,7.375,3,4,5,4.125,-0.98147071932574,1.2493462419631,-2.42319619500854,0.295893025931701,0,0,0,1
"12",0,14,0,205.625,0,1.49875,0,45.625,8,7.5,4,6,4,4,0.847896330001685,0.840648866921643,-1.13675887945677,1.3041110144495,0,0,0,1
"13",0,15,300,243.125,4.01,2,90,56.875,8.75,7.71875,3,4,3,3.625,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"14",0,17,0,243.125,0,2,0,56.875,8.75,7.71875,3,4,3,3.625,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"15",0,8,345,206.25,4,2,135,56.25,6.5,7.6875,6,6,7,4,1.75805262555524,2.26979171718294,-1.2074140502222,1.32310542279529,0,0,1,0
"16",0,12,280,241.25,4,2.5,140,73.75,7.5,7.53125,5,3,4,4.125,1.54455402157244,0.281705671721795,-0.884134934875026,-0.631982336053705,0,0,0,1
"17",0,9,405,207.5,4,2.5,45,62.5,8.75,7.625,3,4,3,4,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,1,0,0
"18",1,13,240,237.5,4,3,75,71.875,9,7.65625,4,4,3,4,0.745291653116745,0.252194543070935,-0.0960098520911404,0.284281018456192,0,0,0,1
"19",1,11,60,203.75,4,3.00125,30,64.375,8,8.15625,3,3,3,3.75,0.536457904299563,0.50048505916742,-0.627874800819251,-0.0522255560093844,0,0,0,1
"20",1,1,0,203.75,0,3.00125,0,64.375,8.75,8.25,3,4,3,3.625,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"21",1,2,0,166.25,0,2.5,0,53.125,9.25,8.3125,4,3,6,4,0.325323679066884,1.60856258339974,0.345908121791338,-0.824922441518043,0,0,0,1
"22",1,6,0,166.25,0,2.5,0,53.125,8.75,8.3125,3,4,3,4,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"23",1,7,0,123.125,0,2,0,36.25,8.75,8.59375,3,4,3,3.5,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"24",1,10,180,110.625,4,2,60,26.25,8.75,8.75,3,2,2,3.25,0.198410172858354,-0.844858194224055,0.204038576482162,-0.753870215066804,0,0,0,1
"25",1,16,0,60,0,1.5,0,20.625,8.75,8.75,3,4,3,3.25,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"26",1,3,180,52.5,4,1.5,60,18.75,8,8.625,4,4,4,3.375,0.995221745648418,1.43695444346958,0.112809220482685,0.236632352809861,0,0,0,1
"27",1,4,180,67.5,4,1.5,60,22.5,8.75,8.71875,3,4,3,3.375,-0.000608777745005764,0.000498521758515883,0.00911700944141294,0.000149354733475051,0,0,0,1
"28",1,5,0,67.5,3.99,1.99875,0,22.5,8,8.625,4,4,3,3.375,1.31377555440453e-05,-0.834771893406776,0.33899249406673,0.295893025931701,0,0,0,1
