TimeSinceAugFirst,fatigueSum
0,0.734457489003587
1,0.485175472200728
2,0.280474592899874
3,0.852899672028512
4,0.067718127997734
5,0.387261248267282
6,0.466815138124766
7,0.763731947890889
8,0.685512083480377
9,0.895108656027463
10,-0.061861871122328
11,0.296321907390904
12,0.623117762114496
13,0.753829250795893
14,0.217870344211225
15,0.53926849046086
16,0.734843942472552
17,0.308469121871186
18,0.167041135359123
19,0.746267880340515
20,0.622788652776368
21,0.214320156058007
22,0.050827857843934
23,0.294246790332209
24,0.186808624194322
25,0.552767197321023
26,0.78454170658556
27,0.779419550851109
28,0.798357373731036
29,0.323129040463109
30,0.145143808515553
31,0.68487764162657
32,0.539874793771553
33,0.36321009791783
34,0.489148204465833
35,0.413236542977807
36,0.395011893731417
37,0.156837050771386
38,-0.285558218459401
39,-0.349698539921412
40,-0.558765836143965
41,0.785941194779244
42,0.260825136166886
43,0.175173324395181
44,0.548662507988438
45,0.252321231106257
46,0.742763716938104
47,0.529872511137736
48,0.37042402851138
49,0.162733394153363
50,0.357107946620677
51,0.012983087373205
52,-0.038997965254495
53,0.241085179931302
54,0.27305103057282
55,0.501283454971351
56,0.352131554149897
57,0.510308182531921
58,0.408416961411701
59,-0.38225962517156
60,0.111784933841739
61,0.610578265741467
62,0.563836579606691
63,0.387038159139884
64,0.17691474265164
65,-0.158440974403251
66,-0.127808846886789
67,0.16767510337051
68,0.232412554117885
69,-0.034039586741236
70,0.369219132420847
71,0.055166081100634
72,-0.15914007575716
73,-0.143815705049808
74,0.309931292450968
75,0.481718700637843
76,0.542695985663472
77,-0.592609862606928
78,-0.087871760090222
79,0.323133612277408
80,0.145926738048549
81,0.266068498675575
82,0.112895006227449
83,0.11774653805839
84,0.289982558620813
85,0.156268777724842
86,0.336960194430492
87,0.211568516622687
88,0.405654888856629
89,-0.080651094767532
90,-0.989503212930113
91,-0.618589483268202
92,-0.106354633315225
93,-0.036704167015262
94,-0.199061758628498
95,-0.165391404949047
96,0.465559713151923
97,0.553712364147757
98,0.10718598664192
99,-0.176520319237606
100,-0.012471746839114
101,0.009238546030446
102,0.031210965670768
103,0.306981488185374
104,0.326512806301329
105,0.389789945787445
106,0.163338392510265
107,0.43041006311016
108,0.064529621280754
109,-0.056642839331862
110,0.360810616073057
111,0.674486235636005
112,0.203177618350165
113,0.016482187327924
114,0.645937951499796
115,-0.635636762766677
116,0.054267298726349
117,0.197678247905769
118,-0.037744729883124
119,0.510184386241254
120,0.456725618316876
121,0.36942720222611
122,-0.305694272607688
123,-1.09191169102099
124,-0.726910533417431
125,-0.43884728739089
126,0.029939288546349
127,-0.061371102729405
128,-0.245528132438078
129,0.009470765956943
130,-0.341784370603988
131,-0.049919365357729
132,0.097143172058972
133,-0.011342193521127
134,0.080421703207904
135,-0.129004417719117
136,-0.270859696160466
137,-0.708904646451948
138,-0.229009026264089
139,-0.181424438959781
140,-0.026564683920245
141,0.219065484118407
142,-0.530439085926495
143,-0.739993065212586
144,-0.078144247328314
145,0.281806254987051
146,0.106323312617401
147,0.461051503524687
148,-0.194960844877302
149,-1.0323471479209
150,-0.221708749633043
151,-0.146094771209489
152,-0.769845305708576
153,-0.006930021908459
154,-0.104647283728296
155,-0.012381788872799
156,-0.19121232166827
157,-0.671529527201817
158,-0.616394224498445
159,-0.073943182938408
160,0.057147640203543
161,-0.346330630873381
162,-0.08655944015928
163,-0.408202837238968
164,-1.28901633269902
165,-1.06200969217439
166,-0.239078707352407
167,-0.069592861351456
168,-0.47050097438462
169,-1.02350760409975
170,-0.382414735756562
171,-0.091983676112389
172,0.016194125135445
173,0.208557925296051
174,0.382631435594289
175,0.054618860565352
176,0.392539314443691
177,0.407308177079325
178,0.5361087576086
179,-0.559118537823889
180,-0.041279425806623
181,-0.811977779328337
182,-0.673110139192779
183,-0.647190032646896
184,-0.264055759125838
185,0.2137206708926
186,0.169532929678205
187,0.572823128029248
188,0.504138498108557
189,-0.025148663593221
190,0.243256165168842
191,-0.028600242158836
192,-0.470973085298726
193,-0.404980167324132
194,0.192687307444004
195,0.249123463461409
196,-0.094501395021819
197,0.330171642369123
198,0.303808916345168
199,-0.225895188174485
200,-0.337185144362268
201,0.184560773992318
202,0.105945063048639
203,-0.268263490373093
204,-0.630585558331497
205,-0.458206840787744
206,-0.498158052976791
207,-0.029702307826457
208,-0.067979765277485
209,-0.656925656525055
210,-0.457529274865099
211,-0.271352185811345
212,-1.11655632791675
213,-0.611166931446556
214,-0.610527376526797
215,0.034382530133085
216,-0.141318464945944
217,0.004511261469066
218,-0.164492395019851
219,-0.056862211997474
220,0.010261586762043
221,0.101082024613018
222,0.372300796539504
223,-0.145874961700409
224,0.060726106209981
225,-0.371059412216481
226,-0.370670092221636
227,0.083119527458891
228,-0.058338986929759
229,0.3362958277405
230,0.519265121699177
231,0.169683826619216
232,0.077486840441911
233,-0.474364612134558
234,-0.247702269140266
235,-0.659595488129965
236,0.262402593762269
237,-0.277905669965979
238,-0.073857678558781
239,0.053602846962544
240,-0.606205677585295
241,-0.624053318548306
242,-0.605867224210048
243,-0.252954297674564
244,-0.101338569851228
245,0.133299355850543
246,0.416469635541468
247,-0.48865392999333
248,0.145411566109825
250,-0.727338523179393
251,0.124104120321982
252,0.276748683294634
253,0.793381770905604
254,0.643063414197272
255,1.04989185847975
256,0.164337667404437
257,0.158175420900341
258,-0.376784412957032
259,-1.13446825563484
260,-0.682110266582935
261,0.03890579636218
262,0.250705347616431
263,0.63083548881295
264,-0.381185476545982
265,-2.09473205252048
266,-1.08423548600842
267,-1.00435109992827
268,-0.96922353115861
269,-0.845113477539493
270,-0.542326267460438
271,-0.154289023678556
272,-0.47818347594847
273,-0.306186227227698
274,0.130165587788887
275,-0.534607431666707
276,-0.024108562029165
277,0.441356603857835
278,0.835974252393425
279,0.504743612581526
280,0.608084130261808
281,0.354286698358717
282,0.149098455139156
283,0.362866649040982
284,0.585107099551978
285,-0.238849557858286
286,-1.29316205044401
287,-0.514971003845922
288,-0.130605271784348
289,0.054601023159174
290,0.712654053152515
291,0.345411091599797
292,0.590827647093801
293,0.226175565336716
294,0.066456432118622
295,-0.244109627769699
296,-0.668607818640876
297,-0.892753779097629
298,-0.864450623997139
299,-0.052629105168991
300,0.097879540271865
301,0.068861223343318
302,0.201303180551096
303,-0.343311264954187
304,-0.149597988654366
305,0.1591975667215
306,-0.128030046827757
307,-0.881761347390814
308,0.110911445153907
309,-0.059481544970226
310,0.248261046579106
311,0.217829171777561
312,-0.168769117743194
313,-0.734302536254684
314,-1.23366692589506
315,-0.425009478665031
316,-0.236956665438271
317,-0.135287941133465
318,-0.214676104364952
319,-0.246512442890127
320,0.020016985976053
321,-0.561102012471304
322,-0.258337553328078
323,-0.360201383670261
324,-0.676758179307032
325,-1.22326716932596
326,-0.552498077877283
327,-0.05938292421172
328,-0.230174146084735
329,-0.178125732975686
330,-0.782218150988738
331,-0.902771605320945
332,-0.83417758585907
333,-0.623742294718358
334,0.029100211618237
335,-0.276998463243979
336,-0.495616972912957
337,-0.16842928848014
338,-0.215205592767
339,-0.400929404850442
340,0.001421286489176
341,0.247646162510804
342,-0.019832667817069
343,0.41449646066539
344,0.305217583351337
345,0.260375893221019
346,0.643585606257478
347,0.587502564497385
348,0.933368991653645
349,0.562934043178896
350,0.582213233197938
351,0.550560856980579
352,0.598280595137412
353,0.739698209165581
354,0.066689402177346
